datetime,WIKI/AAPL,WIKI/GOOG,WIKI/MSFT,cash,commission,total,returns,equity_curve,drawdown
2017-10-06,15584.0,97889.0,7600.0,3997.0,0.0,125070.0,0.0076538833387,1.2507,0.0
2017-10-09,15590.0,97700.0,7629.0,3997.0,0.0,124916.0,-0.00123131046614,1.24916,0.00154
2017-10-10,15655.0,97260.0,7629.0,3997.0,0.0,124541.0,-0.00300201735566,1.24541,0.00529
2017-10-11,15600.0,98925.0,7642.0,3997.0,0.0,126164.0,0.0130318529641,1.26164,0.0
2017-10-12,15699.0,98783.0,7712.0,3997.0,0.0,126191.0,0.000214007165277,1.26191,0.0
2017-10-13,15988.0,98968.0,7749.0,3997.0,0.0,126702.0,0.00404941715336,1.26702,0.0
2017-10-16,16047.0,99200.0,7765.0,3997.0,0.0,127009.0,0.00242300831873,1.27009,0.0
2017-10-17,15976.0,99218.0,7759.0,3997.0,0.0,126950.0,-0.000464534009401,1.2695,0.00059
2017-10-18,15598.0,99281.0,7761.0,3997.0,0.0,126637.0,-0.00246553761323,1.26637,0.00372
2017-10-19,15616.0,98445.0,7791.0,3997.0,0.0,125849.0,-0.00622251000892,1.25849,0.0116
2017-10-20,15617.0,98820.0,7881.0,3997.0,0.0,126315.0,0.00370285024116,1.26315,0.00694
2017-10-23,15710.0,96845.0,7883.0,3997.0,0.0,124435.0,-0.0148834263547,1.24435,0.02574
2017-10-24,15640.5,97054.0,7886.0,3997.0,0.0,124577.5,0.00114517619641,1.245775,0.024315
2017-10-25,15741.0,97333.0,7863.0,3997.0,0.0,124934.0,0.00286167245289,1.24934,0.02075
2017-10-26,16305.0,97256.0,7876.0,3997.0,0.0,125434.0,0.00400211311573,1.25434,0.01575
2017-10-27,16672.0,101927.0,8381.0,3997.0,0.0,130977.0,0.0441905703398,1.30977,0.0
2017-10-30,16904.0,101711.0,8389.0,3997.0,0.0,131001.0,0.000183238278476,1.31001,0.0
2017-10-31,16689.0,101664.0,8318.0,3997.0,0.0,130668.0,-0.00254196532851,1.30668,0.00333
2017-11-01,16811.0,102550.0,8318.0,3997.0,0.0,131676.0,0.00771420699789,1.31676,0.0
2017-11-02,17250.0,102558.0,8405.0,3997.0,0.0,132210.0,0.00405540873052,1.3221,0.0
2017-11-03,17250.0,103248.0,8414.0,3997.0,0.0,132909.0,0.00528704334014,1.32909,0.0
